project_id,project_type,district,apply_date,estimated_cost,area_sqm,status,actual_cost,issue_date
P0342,工业,天河区,2024-07-03,38060000,9477,已签发,36279249.0,2024-10-15
P0343,市政,黄埔区,2024-09-14,20650000,42439,审批中,\N,\N
P0344,工业,海珠区,2024-01-03,21420000,47864,已签发,21993979.0,2024-04-26
P0345,商业,白云区,2023-08-08,36940000,48208,已签发,51298908.0,2023-09-29
P0346,商业,番禺区,2023-12-03,21800000,14883,审批中,\N,\N
P0347,市政,白云区,2023-08-11,4070000,870,已签发,5189906.0,2023-11-02
P0348,住宅,海珠区,2024-10-09,24720000,23875,已过期,\N,\N
P0349,商业,天河区,2023-12-26,43070000,18089,已签发,45437648.0,2024-03-08
P0350,仓储,天河区,2023-11-25,45950000,44735,已签发,47316088.0,2024-01-05
P0351,商业,海珠区,2024-04-07,15470000,13206,已签发,19050459.0,2024-06-19
P0352,商业,天河区,2024-07-14,22080000,48736,已签发,24917516.0,2024-07-25
P0353,住宅,天河区,2024-01-17,26050000,26731,已签发,35591251.0,2024-02-19
P0354,工业,天河区,2024-08-12,23920000,21839,审批中,\N,\N
P0355,商业,番禺区,2024-09-08,30010000,16833,已驳回,\N,\N
P0356,市政,番禺区,2023-06-18,12880000,34860,已驳回,\N,\N
P0357,工业,黄埔区,2023-08-05,10230000,3639,已签发,11969382.0,2023-09-14
P0358,仓储,白云区,2024-01-13,47770000,32372,审批中,\N,\N
P0359,住宅,海珠区,2023-04-29,40150000,35822,审批中,\N,\N
P0360,仓储,海珠区,2023-07-09,11000000,11777,审批中,\N,\N
P0361,工业,海珠区,2024-01-05,37510000,11963,已签发,37889571.0,2024-03-21
P0362,工业,黄埔区,2023-05-29,28300000,20376,审批中,\N,\N
P0363,工业,番禺区,2024-11-06,16380000,44586,已驳回,\N,\N
P0364,仓储,黄埔区,2024-10-13,39280000,24455,已签发,36876636.0,2024-12-09
P0365,工业,海珠区,2024-05-02,24180000,41203,已驳回,\N,\N
P0366,仓储,白云区,2024-01-09,4860000,20196,已签发,6784361.0,2024-03-11
P0367,工业,天河区,2024-11-23,28780000,35586,已签发,38022242.0,2025-02-07
P0368,市政,番禺区,2023-06-09,16060000,21262,已签发,18288869.0,2023-09-16
P0369,工业,番禺区,2023-12-17,39080000,36131,已签发,43377883.0,2024-01-13
P0370,仓储,黄埔区,2023-10-15,13540000,35910,已签发,13144093.0,2023-11-02
P0371,商业,番禺区,2023-10-15,24340000,34893,已驳回,\N,\N
P0372,工业,海珠区,2023-08-14,2320000,35940,已签发,3036668.0,2023-11-18
P0373,商业,海珠区,2024-06-06,16390000,11905,已驳回,\N,\N
P0374,市政,黄埔区,2024-06-05,16370000,43608,已驳回,\N,\N
P0375,住宅,海珠区,2023-09-30,7090000,28247,已签发,6529027.0,2023-10-30
P0376,市政,白云区,2024-02-06,2090000,11166,已驳回,\N,\N
P0377,工业,黄埔区,2023-07-02,40030000,17574,已过期,\N,\N
P0378,商业,白云区,2024-10-26,10610000,11338,审批中,\N,\N
P0379,商业,天河区,2024-05-02,1020000,16135,审批中,\N,\N
P0380,仓储,白云区,2023-05-04,23570000,46113,已过期,\N,\N
P0381,商业,天河区,2024-09-17,12780000,689,审批中,\N,\N
P0382,仓储,天河区,2024-02-18,10850000,44716,已签发,12243083.0,2024-04-12
P0383,住宅,白云区,2024-12-25,37520000,22460,已驳回,\N,\N
P0384,工业,黄埔区,2023-06-21,40950000,26269,审批中,\N,\N
P0385,仓储,海珠区,2023-10-15,49950000,19475,已签发,49472143.0,2023-10-27
P0386,住宅,海珠区,2024-03-10,44990000,36484,已签发,41939293.0,2024-06-03
P0387,商业,天河区,2024-11-16,13140000,39378,审批中,\N,\N
P0388,商业,天河区,2023-04-23,19340000,33021,已签发,16659867.0,2023-07-17
P0389,住宅,黄埔区,2023-05-02,18590000,17199,已驳回,\N,\N
P0390,商业,番禺区,2024-06-27,32170000,38912,已签发,43228119.0,2024-08-21
P0391,住宅,白云区,2023-08-10,38470000,40372,已签发,47935970.0,2023-11-13
P0392,仓储,天河区,2024-09-22,23910000,33922,已签发,26771936.0,2024-12-27
P0393,仓储,海珠区,2023-02-08,34640000,10825,已签发,45600120.0,2023-03-19
P0394,住宅,黄埔区,2024-05-11,8670000,1829,审批中,\N,\N
P0395,仓储,白云区,2023-08-21,24870000,11173,已驳回,\N,\N
P0396,仓储,黄埔区,2024-06-13,9380000,7059,已驳回,\N,\N
P0397,仓储,白云区,2023-05-29,7170000,41809,已签发,9396795.0,2023-06-18
P0398,市政,白云区,2024-02-01,47780000,43507,已签发,48139081.0,2024-04-19
P0399,工业,天河区,2024-10-22,26740000,45650,已驳回,\N,\N
P0400,商业,黄埔区,2024-09-29,42820000,36246,已驳回,\N,\N
P0401,市政,黄埔区,2023-10-29,45730000,22039,已签发,58590326.0,2024-01-12
P0402,仓储,海珠区,2023-12-26,8680000,27416,已签发,7780371.0,2024-04-01
P0403,住宅,海珠区,2023-08-26,22380000,19145,已签发,25119408.0,2023-10-05
P0404,仓储,天河区,2024-10-08,11560000,6739,已驳回,\N,\N
P0405,工业,天河区,2024-10-24,22740000,49722,审批中,\N,\N
P0406,仓储,番禺区,2023-08-24,2470000,33825,已签发,2378437.0,2023-12-05
P0407,住宅,海珠区,2023-07-22,27210000,5086,已签发,26930528.0,2023-09-15
P0408,工业,白云区,2023-09-13,35420000,45913,已驳回,\N,\N
P0409,仓储,黄埔区,2024-08-20,24980000,7685,已签发,27123119.0,2024-11-29
P0410,工业,天河区,2024-10-23,5200000,31655,已签发,6249633.0,2024-12-31
P0411,商业,黄埔区,2023-08-23,19980000,46648,已签发,20807648.0,2023-10-02
P0412,商业,黄埔区,2023-12-11,39490000,16967,已签发,38652974.0,2023-12-31
P0413,仓储,番禺区,2024-06-17,20600000,47365,已签发,24210908.0,2024-09-21
P0414,工业,海珠区,2024-04-10,38500000,28653,已驳回,\N,\N
P0415,住宅,天河区,2024-06-24,41680000,10944,已驳回,\N,\N
P0416,仓储,黄埔区,2023-08-01,38460000,37302,已驳回,\N,\N
P0417,商业,天河区,2024-04-07,40380000,12426,已驳回,\N,\N
P0418,商业,白云区,2024-03-11,2840000,28069,已签发,3880931.0,2024-06-27
P0419,仓储,番禺区,2023-10-10,9780000,22788,已驳回,\N,\N
P0420,工业,白云区,2024-07-15,36570000,13640,已签发,39135973.0,2024-11-04
P0421,商业,天河区,2024-08-29,5720000,31909,审批中,\N,\N
P0422,工业,天河区,2024-04-07,35730000,47988,已过期,\N,\N
P0423,商业,海珠区,2024-02-11,45760000,22695,已签发,59870628.0,2024-04-18
P0424,商业,黄埔区,2023-03-29,49380000,37219,已签发,45607536.0,2023-04-12
P0425,市政,黄埔区,2023-02-13,16790000,45148,已签发,23023411.0,2023-04-15
P0426,商业,白云区,2024-04-05,46780000,49108,已签发,47019488.0,2024-05-29
P0427,住宅,番禺区,2023-10-05,13660000,1122,已签发,19007646.0,2024-01-07
P0428,仓储,黄埔区,2024-11-13,29070000,27726,已驳回,\N,\N
P0429,仓储,海珠区,2024-02-25,11740000,8157,已过期,\N,\N
P0430,工业,白云区,2024-12-01,26370000,48764,已签发,26125887.0,2025-02-09
P0431,商业,白云区,2023-12-19,10730000,34198,已签发,8640507.0,2024-02-04
P0432,住宅,海珠区,2024-11-26,14280000,43595,已签发,14698114.0,2024-12-25
P0433,工业,番禺区,2024-05-29,34240000,24231,已驳回,\N,\N
P0434,市政,海珠区,2024-12-03,15690000,10206,已签发,12904055.0,2024-12-14
P0435,工业,番禺区,2024-09-21,2760000,37901,已签发,3044884.0,2024-11-01
P0436,工业,海珠区,2023-01-19,9410000,47263,已签发,9803514.0,2023-02-23
P0437,商业,海珠区,2023-01-23,41220000,26139,已签发,48669850.0,2023-04-12
P0438,市政,天河区,2024-02-17,23070000,49345,已签发,27054461.0,2024-04-07
P0439,工业,白云区,2023-01-30,28380000,20524,已驳回,\N,\N
P0440,住宅,海珠区,2023-04-18,4460000,23067,已签发,6182359.0,2023-08-02
P0441,住宅,海珠区,2024-01-02,21280000,403,审批中,\N,\N
P0442,仓储,黄埔区,2023-10-08,47940000,16744,已签发,51159862.0,2023-12-07
P0443,市政,白云区,2023-05-08,44740000,16099,审批中,\N,\N
P0444,市政,黄埔区,2023-08-17,32870000,29263,审批中,\N,\N
P0445,仓储,白云区,2023-04-21,39430000,25544,已签发,33891573.0,2023-05-19
P0446,工业,黄埔区,2023-05-16,20550000,3948,已签发,21725183.0,2023-06-06
P0447,市政,海珠区,2023-12-28,20660000,39686,已签发,24318912.0,2024-02-23
P0448,住宅,海珠区,2023-07-05,32210000,1293,已驳回,\N,\N
P0449,住宅,天河区,2024-10-17,27180000,15428,已签发,31976746.0,2024-12-22
P0450,商业,黄埔区,2024-08-06,19280000,21084,已过期,\N,\N
P0451,市政,番禺区,2023-05-09,12460000,25383,已签发,17425445.0,2023-08-02
P0452,工业,天河区,2023-09-18,18220000,16234,审批中,\N,\N
P0453,仓储,黄埔区,2024-05-29,2110000,5910,审批中,\N,\N
P0454,仓储,黄埔区,2024-03-24,40260000,42700,审批中,\N,\N
P0455,工业,天河区,2023-04-14,18010000,19459,已签发,18720956.0,2023-05-15
P0456,商业,海珠区,2024-04-27,8250000,36159,已签发,7799172.0,2024-08-17
P0457,仓储,黄埔区,2023-08-12,9890000,33657,审批中,\N,\N
P0458,市政,海珠区,2024-05-05,32700000,20343,已签发,44888346.0,2024-07-10
P0459,商业,天河区,2024-04-17,5890000,2303,已签发,7958055.0,2024-06-12
P0460,市政,海珠区,2023-01-10,49670000,565,已签发,41136470.0,2023-03-14
P0461,住宅,白云区,2024-02-09,15110000,46978,已签发,15159678.0,2024-02-21
P0462,商业,番禺区,2023-10-29,4050000,44735,已签发,4224510.0,2023-12-30
P0463,仓储,黄埔区,2023-08-19,36540000,16303,已签发,34472154.0,2023-11-20
P0464,商业,番禺区,2023-03-07,33730000,32710,已签发,39711129.0,2023-04-16
P0465,商业,海珠区,2023-04-22,2840000,24676,审批中,\N,\N
P0466,商业,黄埔区,2023-01-13,15980000,12942,审批中,\N,\N
P0467,商业,海珠区,2024-01-28,21460000,12591,已驳回,\N,\N
P0468,市政,白云区,2024-05-14,42630000,37140,已过期,\N,\N
P0469,住宅,天河区,2024-08-20,21510000,29101,已签发,25643190.0,2024-11-09
P0470,工业,黄埔区,2023-08-22,17230000,32201,已签发,16616496.0,2023-11-27
P0471,商业,白云区,2024-08-24,21500000,15823,已签发,24850424.0,2024-10-22
P0472,仓储,白云区,2023-11-10,37070000,2578,已签发,40537392.0,2024-02-11
P0473,商业,黄埔区,2024-07-19,47030000,21572,已驳回,\N,\N
P0474,仓储,海珠区,2023-01-12,36460000,44999,已签发,34473898.0,2023-04-07
P0475,市政,白云区,2023-07-28,37980000,38637,已签发,37031110.0,2023-10-22
P0476,仓储,番禺区,2023-01-14,32230000,35703,已签发,43658298.0,2023-05-12
P0477,工业,白云区,2024-09-24,18650000,30946,已签发,17498026.0,2025-01-17
P0478,住宅,海珠区,2024-02-22,38910000,28123,审批中,\N,\N
P0479,仓储,海珠区,2024-03-12,20550000,10067,已签发,20994136.0,2024-06-18
P0480,仓储,番禺区,2024-01-12,45430000,41458,已过期,\N,\N
P0481,住宅,白云区,2023-01-20,7240000,33924,已签发,6305627.0,2023-05-05
P0482,工业,海珠区,2024-08-09,4360000,9506,已签发,5983520.0,2024-11-14
P0483,商业,黄埔区,2023-03-11,22080000,39591,已驳回,\N,\N
P0484,仓储,天河区,2023-07-30,27110000,15108,已签发,31076996.0,2023-09-21
P0485,住宅,天河区,2023-04-11,21140000,27281,已驳回,\N,\N
P0486,市政,天河区,2024-11-28,39010000,37428,已过期,\N,\N
P0487,住宅,白云区,2023-05-12,33030000,23586,审批中,\N,\N
P0488,市政,番禺区,2024-09-14,46860000,46954,审批中,\N,\N
P0489,工业,海珠区,2024-01-16,43160000,45606,已签发,36534499.0,2024-04-11
P0490,商业,黄埔区,2023-05-12,7890000,28502,已驳回,\N,\N
P0491,住宅,黄埔区,2023-01-20,14510000,19412,已签发,16703594.0,2023-05-05
P0492,仓储,白云区,2024-06-19,33090000,35818,审批中,\N,\N
P0493,工业,天河区,2023-08-15,23270000,46267,已驳回,\N,\N
P0494,住宅,白云区,2023-06-03,39540000,10898,已过期,\N,\N
P0495,仓储,番禺区,2024-04-13,39730000,4794,已驳回,\N,\N
P0496,住宅,番禺区,2024-02-09,42640000,25725,已签发,47107359.0,2024-05-14
P0497,市政,海珠区,2023-07-21,32770000,14482,已过期,\N,\N
P0498,住宅,海珠区,2023-02-07,28810000,49253,审批中,\N,\N
P0499,住宅,番禺区,2023-07-07,38080000,14534,已驳回,\N,\N
P0500,住宅,番禺区,2023-02-26,25620000,29379,审批中,\N,\N
P0501,工业,番禺区,2023-01-20,22010000,6844,已签发,23773592.0,2023-04-21
P0502,住宅,白云区,2023-09-30,37250000,35818,已签发,37839738.0,2023-11-27
P0503,仓储,番禺区,2023-04-29,27950000,47901,已签发,31351325.0,2023-05-26
P0504,市政,黄埔区,2024-08-05,39160000,33133,审批中,\N,\N
P0505,市政,天河区,2024-05-30,38140000,43669,已签发,40662503.0,2024-06-12
P0506,住宅,番禺区,2023-08-09,22720000,33887,已签发,30974770.0,2023-11-16
P0507,工业,天河区,2024-06-09,28420000,41273,已签发,27765416.0,2024-08-26
P0508,工业,白云区,2024-05-29,17470000,17575,已驳回,\N,\N
P0509,仓储,天河区,2024-12-28,35120000,48683,已签发,44045979.0,2025-03-02
P0510,住宅,白云区,2023-12-02,41130000,31126,已签发,49910130.0,2023-12-27
P0511,市政,黄埔区,2024-11-28,15740000,36807,已签发,20748226.0,2025-03-16
P0512,工业,白云区,2023-02-24,48100000,17842,已签发,67247912.0,2023-06-03
P0513,住宅,白云区,2024-05-14,820000,24193,已签发,866014.0,2024-08-13
P0514,工业,海珠区,2024-06-19,40750000,44586,已签发,35317639.0,2024-07-27
P0515,工业,番禺区,2023-06-11,26160000,46487,已签发,21405407.0,2023-07-13
P0516,市政,番禺区,2024-10-31,28530000,21388,已驳回,\N,\N
P0517,商业,黄埔区,2024-08-16,39460000,32796,已驳回,\N,\N
P0518,仓储,黄埔区,2023-06-08,37590000,27972,已签发,35049951.0,2023-08-05
P0519,仓储,番禺区,2023-07-07,7690000,31057,已过期,\N,\N
P0520,市政,海珠区,2023-03-01,46290000,10976,已签发,38759684.0,2023-04-04
P0521,工业,番禺区,2023-11-15,10220000,33035,审批中,\N,\N
P0522,住宅,海珠区,2023-07-30,37680000,9988,审批中,\N,\N
P0523,工业,黄埔区,2024-02-10,44520000,5860,已签发,46346127.0,2024-03-13
P0524,市政,天河区,2024-10-25,46020000,4678,已签发,50697938.0,2024-12-30
P0525,仓储,黄埔区,2023-04-19,22570000,8410,已签发,29423875.0,2023-08-13
P0526,工业,黄埔区,2023-03-17,44760000,11122,已签发,53286776.0,2023-06-15
P0527,仓储,白云区,2024-06-25,43700000,36489,审批中,\N,\N
P0528,住宅,白云区,2023-11-10,30800000,33540,已签发,27886420.0,2023-12-03
P0529,仓储,白云区,2023-04-27,36250000,40050,已签发,40161880.0,2023-08-07
P0530,仓储,白云区,2024-12-04,31660000,38363,已签发,38917377.0,2025-01-02
P0531,商业,海珠区,2023-01-19,33350000,48375,已签发,46154950.0,2023-02-27
P0532,商业,番禺区,2024-03-07,6930000,18842,已签发,6381447.0,2024-04-04
P0533,商业,天河区,2024-11-15,47610000,11294,已签发,38360615.0,2025-01-16
P0534,仓储,黄埔区,2023-12-16,2440000,22623,已驳回,\N,\N
P0535,市政,海珠区,2023-07-02,40460000,33618,已签发,41492194.0,2023-09-05
P0536,仓储,天河区,2023-04-23,5380000,5941,已签发,6952718.0,2023-07-18
P0537,市政,海珠区,2023-07-02,22540000,46249,审批中,\N,\N
P0538,市政,海珠区,2024-04-25,27070000,7038,已签发,29074218.0,2024-05-27
P0539,商业,黄埔区,2023-05-26,33260000,3462,审批中,\N,\N
P0540,工业,番禺区,2024-09-19,11520000,5196,审批中,\N,\N
P0541,住宅,白云区,2023-04-23,12910000,44794,已签发,13815530.0,2023-06-04
P0542,商业,番禺区,2024-04-20,5650000,22364,已签发,5383598.0,2024-08-10
P0543,商业,黄埔区,2023-10-30,4420000,35795,已签发,4469198.0,2024-02-20
P0544,工业,黄埔区,2023-04-28,6800000,30457,已签发,8318910.0,2023-05-25
P0545,住宅,黄埔区,2023-06-10,37660000,14411,已签发,41912966.0,2023-08-31
P0546,仓储,天河区,2024-02-05,18970000,30653,已签发,16594737.0,2024-03-18
P0547,仓储,番禺区,2023-07-17,27050000,5432,已签发,37243757.0,2023-08-27
P0548,商业,番禺区,2023-09-17,10290000,2417,已签发,12158113.0,2023-11-26
P0549,住宅,海珠区,2024-10-21,45790000,24429,审批中,\N,\N
P0550,商业,海珠区,2023-02-16,34520000,14432,已签发,29256662.0,2023-03-14
P0551,市政,海珠区,2024-02-03,39210000,25813,已签发,32475095.0,2024-03-02
P0552,商业,黄埔区,2024-12-10,3270000,14226,已签发,2654157.0,2025-03-20
P0553,商业,番禺区,2024-07-12,2820000,28754,已驳回,\N,\N
P0554,仓储,黄埔区,2023-03-19,16020000,31108,已签发,16799293.0,2023-07-05
P0555,仓储,天河区,2023-05-04,33200000,19810,已驳回,\N,\N
P0556,仓储,海珠区,2023-03-16,24590000,46846,已签发,26415458.0,2023-04-28
P0557,市政,黄埔区,2023-05-17,35620000,39805,审批中,\N,\N
P0558,仓储,黄埔区,2024-08-24,750000,7231,已签发,852870.0,2024-09-27
P0559,住宅,天河区,2024-02-04,5100000,47774,已签发,4422519.0,2024-04-21
P0560,工业,白云区,2024-05-19,38140000,25715,已签发,44459932.0,2024-08-10
P0561,住宅,番禺区,2024-05-14,34810000,36684,已签发,39720269.0,2024-08-05
P0562,住宅,白云区,2024-07-26,35330000,36382,已签发,45052668.0,2024-10-31
P0563,仓储,海珠区,2023-05-18,20440000,770,已签发,28452736.0,2023-08-20
P0564,工业,黄埔区,2023-02-19,5400000,32454,审批中,\N,\N
P0565,工业,天河区,2024-09-10,11220000,19488,已驳回,\N,\N
P0566,工业,天河区,2024-09-16,32230000,13488,已签发,43359639.0,2024-10-11
P0567,市政,番禺区,2023-09-11,2650000,30077,已签发,3368451.0,2023-12-19
P0568,仓储,白云区,2024-09-21,17730000,19089,已签发,19369028.0,2024-11-30
P0569,工业,番禺区,2024-12-10,16420000,1117,审批中,\N,\N
P0570,市政,黄埔区,2024-07-16,26560000,10266,已签发,22160123.0,2024-10-13
P0571,商业,番禺区,2024-03-01,2080000,29704,已过期,\N,\N
P0572,商业,天河区,2024-06-30,48310000,7182,已签发,40112007.0,2024-07-25
P0573,市政,天河区,2023-10-29,33630000,39304,已签发,37947515.0,2024-02-14
P0574,市政,海珠区,2024-08-03,28910000,18262,审批中,\N,\N
P0575,仓储,海珠区,2023-12-15,18260000,17199,已驳回,\N,\N
P0576,仓储,黄埔区,2023-02-18,21020000,10141,已签发,22771998.0,2023-03-11
P0577,商业,白云区,2023-03-15,23450000,23670,已签发,23323307.0,2023-04-28
P0578,工业,番禺区,2024-12-04,17460000,45348,已过期,\N,\N
P0579,商业,黄埔区,2023-09-18,30430000,21333,已签发,39382121.0,2023-11-16
P0580,工业,海珠区,2023-12-22,25190000,44635,已驳回,\N,\N
P0581,工业,番禺区,2024-08-04,19960000,4729,已签发,23005420.0,2024-11-21
P0582,仓储,海珠区,2024-08-24,38590000,17719,审批中,\N,\N
P0583,住宅,番禺区,2023-09-17,28330000,12392,审批中,\N,\N
P0584,住宅,白云区,2024-09-29,36940000,8766,已签发,39471539.0,2024-11-18
P0585,市政,黄埔区,2023-10-22,25500000,7426,已驳回,\N,\N
P0586,仓储,番禺区,2024-10-02,36950000,38130,已签发,37491423.0,2025-01-07
P0587,工业,天河区,2023-11-09,26950000,49558,已签发,22593278.0,2023-12-15
P0588,住宅,天河区,2024-09-03,23990000,21459,已签发,20261972.0,2024-10-02
P0589,工业,番禺区,2023-07-01,19820000,34287,已签发,17227894.0,2023-08-04
P0590,住宅,番禺区,2024-11-16,33440000,1341,审批中,\N,\N
P0591,住宅,番禺区,2023-12-30,18070000,4827,已签发,19575878.0,2024-01-17
P0592,住宅,天河区,2023-07-07,11660000,47469,已签发,14315325.0,2023-10-16
P0593,仓储,天河区,2024-07-22,26170000,2890,已签发,27105462.0,2024-09-22
P0594,商业,番禺区,2024-06-26,35490000,40291,已签发,33900990.0,2024-09-04
P0595,工业,海珠区,2024-08-18,5420000,3455,已签发,5465068.0,2024-10-04
P0596,仓储,海珠区,2024-10-25,33560000,5413,审批中,\N,\N
P0597,仓储,白云区,2024-07-01,6690000,37076,已驳回,\N,\N
P0598,仓储,黄埔区,2024-12-25,32820000,19604,已驳回,\N,\N
P0599,仓储,海珠区,2024-02-12,38730000,25580,已签发,46778979.0,2024-06-03
P0600,仓储,天河区,2024-09-09,24300000,25720,已签发,27753248.0,2024-12-24
P0601,市政,海珠区,2024-02-18,15960000,19373,已签发,18611236.0,2024-04-22
P0602,工业,白云区,2023-12-08,36130000,24189,已签发,49332728.0,2023-12-18
P0603,仓储,白云区,2023-08-08,16550000,42770,已签发,21066835.0,2023-11-26
P0604,工业,黄埔区,2023-06-12,38020000,24719,已签发,30964428.0,2023-08-30
P0605,市政,海珠区,2023-08-08,47250000,22639,已签发,52942860.0,2023-10-01
P0606,市政,天河区,2023-09-27,19400000,11613,已驳回,\N,\N
P0607,工业,天河区,2024-09-23,13250000,15195,已签发,16552152.0,2024-11-18
P0608,住宅,番禺区,2024-02-04,27930000,23759,已签发,25915835.0,2024-05-02
P0609,商业,天河区,2023-07-01,25430000,45551,已签发,33575392.0,2023-10-27
P0610,住宅,黄埔区,2024-09-09,4060000,23713,已签发,5576433.0,2024-10-14
P0611,住宅,黄埔区,2024-12-29,9190000,5221,已驳回,\N,\N
P0612,住宅,天河区,2023-07-24,9350000,32664,已签发,12431472.0,2023-09-25
P0613,仓储,天河区,2024-08-04,20510000,21319,已签发,17601420.0,2024-10-23
P0614,市政,番禺区,2024-07-09,13330000,29499,已签发,11109543.0,2024-09-02
P0615,住宅,天河区,2023-08-16,6690000,39550,已签发,5870704.0,2023-09-25
P0616,市政,番禺区,2024-11-26,9320000,46423,已签发,7778888.0,2025-03-03
P0617,工业,番禺区,2024-09-10,8460000,25717,已驳回,\N,\N
P0618,商业,天河区,2024-08-18,36920000,13317,已驳回,\N,\N
P0619,工业,白云区,2023-09-07,34750000,22450,审批中,\N,\N
P0620,工业,白云区,2024-03-16,13460000,19150,已签发,11605936.0,2024-07-09
P0621,仓储,番禺区,2024-06-16,47640000,17559,已驳回,\N,\N
P0622,商业,天河区,2023-07-15,2940000,23796,已签发,2511746.0,2023-08-10
P0623,工业,白云区,2024-11-20,29450000,25730,已签发,35363617.0,2024-12-13
P0624,工业,天河区,2024-06-02,9790000,1462,审批中,\N,\N
P0625,商业,天河区,2023-03-11,5690000,40350,已签发,7460201.0,2023-04-25
P0626,商业,天河区,2024-09-30,32620000,22815,已签发,42090063.0,2024-12-06
P0627,工业,海珠区,2024-02-03,24590000,3527,审批中,\N,\N
P0628,商业,天河区,2024-11-02,570000,29968,已签发,762338.0,2025-02-28
P0629,工业,海珠区,2023-07-22,25750000,29050,已签发,21047189.0,2023-10-02
P0630,工业,番禺区,2023-05-28,34730000,42988,已签发,32777738.0,2023-09-05
P0631,仓储,白云区,2024-04-16,20690000,17048,已驳回,\N,\N
P0632,住宅,白云区,2024-10-16,46400000,47030,已过期,\N,\N
P0633,工业,白云区,2023-07-18,43320000,39742,已驳回,\N,\N
P0634,市政,白云区,2024-03-01,37170000,15360,已签发,47502773.0,2024-05-31
P0635,住宅,白云区,2024-10-27,37210000,34198,已签发,37313776.0,2025-02-23
P0636,住宅,白云区,2024-05-06,28510000,27430,已签发,34876112.0,2024-06-02
P0637,住宅,白云区,2023-05-22,1350000,9276,已签发,1231878.0,2023-07-07
P0638,仓储,番禺区,2023-11-09,31650000,4005,已签发,39573864.0,2023-12-14
P0639,工业,天河区,2023-06-14,42820000,31285,已签发,40319224.0,2023-07-02
P0640,仓储,黄埔区,2023-11-10,25180000,14915,已签发,22312674.0,2024-02-26
P0641,工业,海珠区,2023-01-21,36690000,5950,已过期,\N,\N
P0642,仓储,黄埔区,2023-03-23,16860000,48595,已签发,15329750.0,2023-06-12
P0643,仓储,黄埔区,2024-08-03,36330000,13432,已签发,40243385.0,2024-09-01
P0644,市政,天河区,2023-05-11,40590000,36103,已签发,53046200.0,2023-07-13
P0645,仓储,天河区,2024-08-21,33760000,7153,已驳回,\N,\N
P0646,商业,天河区,2024-12-30,22680000,32293,审批中,\N,\N
P0647,市政,白云区,2023-11-01,22670000,25700,已驳回,\N,\N
P0648,仓储,番禺区,2024-01-06,24190000,22618,已驳回,\N,\N
P0649,住宅,白云区,2024-01-19,36880000,34514,已签发,34906497.0,2024-03-21
P0650,商业,番禺区,2024-03-20,25530000,48425,已签发,27318782.0,2024-06-29
P0651,商业,番禺区,2024-02-29,9930000,22649,已签发,13460079.0,2024-06-16
P0652,商业,黄埔区,2023-06-10,28870000,17678,已签发,34528406.0,2023-10-04
P0653,市政,黄埔区,2023-06-27,27100000,35379,已签发,28001374.0,2023-09-07
P0654,仓储,番禺区,2024-09-20,29860000,47081,已签发,26242384.0,2024-10-10
P0655,仓储,番禺区,2024-12-08,44940000,25538,已驳回,\N,\N
P0656,住宅,白云区,2024-05-04,39970000,27099,已过期,\N,\N
P0657,住宅,白云区,2023-11-23,17260000,4345,审批中,\N,\N
P0658,商业,黄埔区,2024-08-20,12460000,32301,审批中,\N,\N
P0659,住宅,天河区,2023-10-16,41550000,2975,审批中,\N,\N
P0660,市政,番禺区,2024-08-15,28370000,46161,已签发,32064079.0,2024-11-19
P0661,仓储,白云区,2024-10-25,15110000,31847,已签发,16747520.0,2024-11-22
P0662,商业,黄埔区,2024-07-26,33680000,45819,审批中,\N,\N
P0663,住宅,白云区,2024-07-26,7160000,46038,审批中,\N,\N
P0664,市政,番禺区,2023-12-20,22260000,19739,已签发,22121850.0,2024-01-29
P0665,市政,番禺区,2023-01-28,37930000,36938,已驳回,\N,\N
P0666,住宅,海珠区,2023-02-12,6500000,26816,已签发,5826471.0,2023-06-02
P0667,仓储,天河区,2024-11-11,27020000,14319,已签发,24421062.0,2024-12-27
P0668,住宅,海珠区,2024-02-27,44720000,25359,审批中,\N,\N
P0669,商业,黄埔区,2024-08-20,38740000,37299,已签发,33770375.0,2024-09-27
P0670,住宅,白云区,2023-06-26,39560000,10495,已签发,37114857.0,2023-10-20
P0671,市政,黄埔区,2024-06-12,10290000,34910,已签发,8888986.0,2024-07-17
P0672,住宅,番禺区,2024-09-01,25010000,24885,审批中,\N,\N
P0673,仓储,海珠区,2024-05-08,6780000,49543,已签发,5989325.0,2024-05-19
P0674,工业,海珠区,2023-07-17,16790000,25679,审批中,\N,\N
P0675,住宅,海珠区,2024-09-01,37460000,46372,已签发,31044912.0,2024-09-25
P0676,仓储,黄埔区,2024-07-30,34800000,33829,已签发,47645104.0,2024-08-12
P0677,仓储,番禺区,2024-05-31,37240000,42243,已过期,\N,\N
P0678,市政,白云区,2024-05-28,39790000,17233,已签发,31994260.0,2024-07-26
P0679,仓储,白云区,2023-01-22,28150000,37102,已过期,\N,\N
P0680,仓储,黄埔区,2023-04-22,44190000,44771,已签发,48982368.0,2023-05-24
P0681,仓储,海珠区,2023-02-26,48300000,15608,已过期,\N,\N
P0682,仓储,天河区,2023-03-07,1650000,17620,已签发,1837271.0,2023-06-14
P0683,商业,黄埔区,2023-04-08,20530000,16551,已签发,24320144.0,2023-07-01
P0684,商业,黄埔区,2023-05-24,7420000,4331,已签发,9436748.0,2023-06-30
